EventID,timestamp,Case,Activity,lifecycle,O,P,EventOrigin
Event765,Thu Jan 01 1970 01:12:46 GMT+0100 (Central European Standard Time),8,Oa,,O-49,,O
Event766,Thu Jan 01 1970 01:12:47 GMT+0100 (Central European Standard Time),8,Od,,O-49,,O
Event767,Thu Jan 01 1970 01:12:48 GMT+0100 (Central European Standard Time),8,Oa,,O-47,,O
Event768,Thu Jan 01 1970 01:12:49 GMT+0100 (Central European Standard Time),8,Od,,O-49,,O
Event769,Thu Jan 01 1970 01:12:50 GMT+0100 (Central European Standard Time),8,Ob,,O-49,,O
Event770,Thu Jan 01 1970 01:12:51 GMT+0100 (Central European Standard Time),8,Oa,,O-49,,O
Event771,Thu Jan 01 1970 01:12:52 GMT+0100 (Central European Standard Time),8,Od,,O-46,,O
Event772,Thu Jan 01 1970 01:12:53 GMT+0100 (Central European Standard Time),8,Ob,,O-48,,O
Event773,Thu Jan 01 1970 01:12:54 GMT+0100 (Central European Standard Time),8,Oa,,O-47,,O
Event774,Thu Jan 01 1970 01:12:55 GMT+0100 (Central European Standard Time),8,Ob,,O-47,,O
Event775,Thu Jan 01 1970 01:12:56 GMT+0100 (Central European Standard Time),8,Pb,,,P-27,P
Event776,Thu Jan 01 1970 01:12:57 GMT+0100 (Central European Standard Time),8,Oa,,O-49,,O
Event777,Thu Jan 01 1970 01:12:58 GMT+0100 (Central European Standard Time),8,Od,,O-49,,O
Event778,Thu Jan 01 1970 01:12:59 GMT+0100 (Central European Standard Time),8,Ob,,O-48,,O
Event779,Thu Jan 01 1970 01:13:00 GMT+0100 (Central European Standard Time),8,Oa,,O-49,,O
Event780,Thu Jan 01 1970 01:13:01 GMT+0100 (Central European Standard Time),8,Od,,O-48,,O
Event781,Thu Jan 01 1970 01:13:02 GMT+0100 (Central European Standard Time),8,Oa,,O-49,,O
Event782,Thu Jan 01 1970 01:13:03 GMT+0100 (Central European Standard Time),8,Pb,,,P-27,P
Event783,Thu Jan 01 1970 01:13:04 GMT+0100 (Central European Standard Time),8,Pc,,,P-27,P
Event784,Thu Jan 01 1970 01:13:05 GMT+0100 (Central European Standard Time),8,Od,,O-48,,O
Event785,Thu Jan 01 1970 01:13:06 GMT+0100 (Central European Standard Time),8,Pd,,,P-27,P
Event786,Thu Jan 01 1970 01:13:07 GMT+0100 (Central European Standard Time),9,b,,,P-28,Case
Event787,Thu Jan 01 1970 01:13:08 GMT+0100 (Central European Standard Time),9,b,,,P-29,Case
Event788,Thu Jan 01 1970 01:13:09 GMT+0100 (Central European Standard Time),9,a,,O-50,,Case
Event789,Thu Jan 01 1970 01:13:10 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event790,Thu Jan 01 1970 01:13:11 GMT+0100 (Central European Standard Time),9,a,,O-51,,Case
Event791,Thu Jan 01 1970 01:13:12 GMT+0100 (Central European Standard Time),9,c,,,,Case
Event792,Thu Jan 01 1970 01:13:13 GMT+0100 (Central European Standard Time),9,d,,,,Case
Event793,Thu Jan 01 1970 01:13:14 GMT+0100 (Central European Standard Time),9,Pa,,,P-28,P
Event794,Thu Jan 01 1970 01:13:15 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event795,Thu Jan 01 1970 01:13:16 GMT+0100 (Central European Standard Time),9,Pc,,,P-28,P
Event796,Thu Jan 01 1970 01:13:17 GMT+0100 (Central European Standard Time),9,Oa,,O-51,,O
Event797,Thu Jan 01 1970 01:13:18 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event798,Thu Jan 01 1970 01:13:19 GMT+0100 (Central European Standard Time),9,Ob,,O-50,,O
Event799,Thu Jan 01 1970 01:13:20 GMT+0100 (Central European Standard Time),9,Pc,,,P-29,P
Event800,Thu Jan 01 1970 01:13:21 GMT+0100 (Central European Standard Time),9,Pc,,,P-29,P
Event801,Thu Jan 01 1970 01:13:22 GMT+0100 (Central European Standard Time),9,Ob,,O-51,,O
Event802,Thu Jan 01 1970 01:13:23 GMT+0100 (Central European Standard Time),9,Pb,,,P-28,P
Event803,Thu Jan 01 1970 01:13:24 GMT+0100 (Central European Standard Time),9,Ob,,O-51,,O
Event804,Thu Jan 01 1970 01:13:25 GMT+0100 (Central European Standard Time),9,Od,,O-51,,O
Event805,Thu Jan 01 1970 01:13:26 GMT+0100 (Central European Standard Time),9,Pc,,,P-29,P
Event806,Thu Jan 01 1970 01:13:27 GMT+0100 (Central European Standard Time),9,Pb,,,P-29,P
Event807,Thu Jan 01 1970 01:13:28 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event808,Thu Jan 01 1970 01:13:29 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event809,Thu Jan 01 1970 01:13:30 GMT+0100 (Central European Standard Time),9,Oa,,O-51,,O
Event810,Thu Jan 01 1970 01:13:31 GMT+0100 (Central European Standard Time),9,Pc,,,P-29,P
Event811,Thu Jan 01 1970 01:13:32 GMT+0100 (Central European Standard Time),9,Pc,,,P-28,P
Event812,Thu Jan 01 1970 01:13:33 GMT+0100 (Central European Standard Time),9,Pb,,,P-28,P
Event813,Thu Jan 01 1970 01:13:34 GMT+0100 (Central European Standard Time),9,Pd,,,P-28,P
Event814,Thu Jan 01 1970 01:13:35 GMT+0100 (Central European Standard Time),9,Oa,,O-51,,O
Event815,Thu Jan 01 1970 01:13:36 GMT+0100 (Central European Standard Time),9,Od,,O-51,,O
Event816,Thu Jan 01 1970 01:13:37 GMT+0100 (Central European Standard Time),9,Od,,O-51,,O
Event817,Thu Jan 01 1970 01:13:38 GMT+0100 (Central European Standard Time),9,Oa,,O-51,,O
Event818,Thu Jan 01 1970 01:13:39 GMT+0100 (Central European Standard Time),9,Oa,,O-51,,O
Event819,Thu Jan 01 1970 01:13:40 GMT+0100 (Central European Standard Time),9,Od,,O-50,,O
Event820,Thu Jan 01 1970 01:13:41 GMT+0100 (Central European Standard Time),9,Pc,,,P-29,P
Event821,Thu Jan 01 1970 01:13:42 GMT+0100 (Central European Standard Time),9,Od,,O-50,,O
Event822,Thu Jan 01 1970 01:13:43 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event823,Thu Jan 01 1970 01:13:44 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event824,Thu Jan 01 1970 01:13:45 GMT+0100 (Central European Standard Time),9,Pd,,,P-28,P
Event825,Thu Jan 01 1970 01:13:46 GMT+0100 (Central European Standard Time),9,Pd,,,P-28,P
Event826,Thu Jan 01 1970 01:13:47 GMT+0100 (Central European Standard Time),9,Oa,,O-50,,O
Event827,Thu Jan 01 1970 01:13:48 GMT+0100 (Central European Standard Time),9,Pd,,,P-29,P
Event828,Thu Jan 01 1970 01:13:49 GMT+0100 (Central European Standard Time),10,a,,O-52,,Case
Event829,Thu Jan 01 1970 01:13:50 GMT+0100 (Central European Standard Time),10,b,,,P-30,Case
Event830,Thu Jan 01 1970 01:13:51 GMT+0100 (Central European Standard Time),10,a,,O-53,,Case
Event831,Thu Jan 01 1970 01:13:52 GMT+0100 (Central European Standard Time),10,c,,,,Case
Event832,Thu Jan 01 1970 01:13:53 GMT+0100 (Central European Standard Time),10,Oc,,O-52,,O
Event833,Thu Jan 01 1970 01:13:54 GMT+0100 (Central European Standard Time),10,Oc,,O-53,,O
Event834,Thu Jan 01 1970 01:13:55 GMT+0100 (Central European Standard Time),10,Ob,,O-52,,O
Event835,Thu Jan 01 1970 01:13:56 GMT+0100 (Central European Standard Time),10,d,,,,Case
Event836,Thu Jan 01 1970 01:13:57 GMT+0100 (Central European Standard Time),10,Oc,,O-52,,O
Event837,Thu Jan 01 1970 01:13:58 GMT+0100 (Central European Standard Time),10,Ob,,O-52,,O
Event838,Thu Jan 01 1970 01:13:59 GMT+0100 (Central European Standard Time),10,Ob,,O-53,,O
Event839,Thu Jan 01 1970 01:14:00 GMT+0100 (Central European Standard Time),10,Pa,,,P-30,P
Event840,Thu Jan 01 1970 01:14:01 GMT+0100 (Central European Standard Time),10,Oc,,O-53,,O
Event841,Thu Jan 01 1970 01:14:02 GMT+0100 (Central European Standard Time),10,Pb,,,P-30,P
Event842,Thu Jan 01 1970 01:14:03 GMT+0100 (Central European Standard Time),10,Od,,O-53,,O
Event843,Thu Jan 01 1970 01:14:04 GMT+0100 (Central European Standard Time),10,Od,,O-52,,O
Event844,Thu Jan 01 1970 01:14:05 GMT+0100 (Central European Standard Time),10,Pc,,,P-30,P
Event845,Thu Jan 01 1970 01:14:06 GMT+0100 (Central European Standard Time),10,Pd,,,P-30,P
Event846,Thu Jan 01 1970 01:14:07 GMT+0100 (Central European Standard Time),11,b,,,P-31,Case
Event847,Thu Jan 01 1970 01:14:08 GMT+0100 (Central European Standard Time),11,Pb,,,P-31,P
Event848,Thu Jan 01 1970 01:14:09 GMT+0100 (Central European Standard Time),11,Pb,,,P-31,P
Event849,Thu Jan 01 1970 01:14:10 GMT+0100 (Central European Standard Time),11,Pa,,,P-31,P
Event850,Thu Jan 01 1970 01:14:11 GMT+0100 (Central European Standard Time),11,a,,O-54,,Case
Event851,Thu Jan 01 1970 01:14:12 GMT+0100 (Central European Standard Time),11,Pd,,,P-31,P
Event852,Thu Jan 01 1970 01:14:13 GMT+0100 (Central European Standard Time),11,Pd,,,P-31,P
Event853,Thu Jan 01 1970 01:14:14 GMT+0100 (Central European Standard Time),11,Oa,,O-54,,O
Event854,Thu Jan 01 1970 01:14:15 GMT+0100 (Central European Standard Time),11,Ob,,O-54,,O
Event855,Thu Jan 01 1970 01:14:16 GMT+0100 (Central European Standard Time),11,Pb,,,P-31,P
Event856,Thu Jan 01 1970 01:14:17 GMT+0100 (Central European Standard Time),11,Pb,,,P-31,P
Event857,Thu Jan 01 1970 01:14:18 GMT+0100 (Central European Standard Time),11,c,,,,Case
Event858,Thu Jan 01 1970 01:14:19 GMT+0100 (Central European Standard Time),11,Pb,,,P-31,P
Event859,Thu Jan 01 1970 01:14:20 GMT+0100 (Central European Standard Time),11,Pd,,,P-31,P
Event860,Thu Jan 01 1970 01:14:21 GMT+0100 (Central European Standard Time),11,Oa,,O-54,,O
Event861,Thu Jan 01 1970 01:14:22 GMT+0100 (Central European Standard Time),11,Pd,,,P-31,P
Event862,Thu Jan 01 1970 01:14:23 GMT+0100 (Central European Standard Time),11,Oa,,O-54,,O
Event863,Thu Jan 01 1970 01:14:24 GMT+0100 (Central European Standard Time),11,Pd,,,P-31,P
Event864,Thu Jan 01 1970 01:14:25 GMT+0100 (Central European Standard Time),11,d,,,,Case
Event865,Thu Jan 01 1970 01:14:26 GMT+0100 (Central European Standard Time),11,Od,,O-54,,O
Event866,Thu Jan 01 1970 01:14:27 GMT+0100 (Central European Standard Time),11,Pb,,,P-31,P
Event867,Thu Jan 01 1970 01:14:28 GMT+0100 (Central European Standard Time),11,Pd,,,P-31,P
Event868,Thu Jan 01 1970 01:14:29 GMT+0100 (Central European Standard Time),12,a,,O-55,,Case
Event869,Thu Jan 01 1970 01:14:30 GMT+0100 (Central European Standard Time),12,Oa,,O-55,,O
Event870,Thu Jan 01 1970 01:14:31 GMT+0100 (Central European Standard Time),12,Oa,,O-55,,O
Event871,Thu Jan 01 1970 01:14:32 GMT+0100 (Central European Standard Time),12,Oa,,O-55,,O
Event872,Thu Jan 01 1970 01:14:33 GMT+0100 (Central European Standard Time),12,b,,,P-32,Case
Event873,Thu Jan 01 1970 01:14:34 GMT+0100 (Central European Standard Time),12,c,,,,Case
Event874,Thu Jan 01 1970 01:14:35 GMT+0100 (Central European Standard Time),12,Ob,,O-55,,O
Event875,Thu Jan 01 1970 01:14:36 GMT+0100 (Central European Standard Time),12,Pb,,,P-32,P
Event876,Thu Jan 01 1970 01:14:37 GMT+0100 (Central European Standard Time),12,Oa,,O-55,,O
Event877,Thu Jan 01 1970 01:14:38 GMT+0100 (Central European Standard Time),12,Od,,O-55,,O
Event878,Thu Jan 01 1970 01:14:39 GMT+0100 (Central European Standard Time),12,Ob,,O-55,,O
Event879,Thu Jan 01 1970 01:14:40 GMT+0100 (Central European Standard Time),12,Pd,,,P-32,P
Event880,Thu Jan 01 1970 01:14:41 GMT+0100 (Central European Standard Time),12,Ob,,O-55,,O
Event881,Thu Jan 01 1970 01:14:42 GMT+0100 (Central European Standard Time),12,Od,,O-55,,O
Event882,Thu Jan 01 1970 01:14:43 GMT+0100 (Central European Standard Time),12,d,,,,Case
Event883,Thu Jan 01 1970 01:14:44 GMT+0100 (Central European Standard Time),12,Pa,,,P-32,P
Event884,Thu Jan 01 1970 01:14:45 GMT+0100 (Central European Standard Time),12,Pd,,,P-32,P
Event885,Thu Jan 01 1970 01:14:46 GMT+0100 (Central European Standard Time),13,b,,,P-33,Case
Event886,Thu Jan 01 1970 01:14:47 GMT+0100 (Central European Standard Time),13,a,,O-56,,Case
Event887,Thu Jan 01 1970 01:14:48 GMT+0100 (Central European Standard Time),13,c,,,,Case
Event888,Thu Jan 01 1970 01:14:49 GMT+0100 (Central European Standard Time),13,Oc,,O-56,,O
Event889,Thu Jan 01 1970 01:14:50 GMT+0100 (Central European Standard Time),13,Pa,,,P-33,P
Event890,Thu Jan 01 1970 01:14:51 GMT+0100 (Central European Standard Time),13,d,,,,Case
Event891,Thu Jan 01 1970 01:14:52 GMT+0100 (Central European Standard Time),13,Pc,,,P-33,P
Event892,Thu Jan 01 1970 01:14:53 GMT+0100 (Central European Standard Time),13,Oc,,O-56,,O
Event893,Thu Jan 01 1970 01:14:54 GMT+0100 (Central European Standard Time),13,Ob,,O-56,,O
Event894,Thu Jan 01 1970 01:14:55 GMT+0100 (Central European Standard Time),13,Od,,O-56,,O
Event895,Thu Jan 01 1970 01:14:56 GMT+0100 (Central European Standard Time),13,Pb,,,P-33,P
Event896,Thu Jan 01 1970 01:14:57 GMT+0100 (Central European Standard Time),13,Pd,,,P-33,P
Event897,Thu Jan 01 1970 01:14:58 GMT+0100 (Central European Standard Time),14,a,,O-57,,Case
Event898,Thu Jan 01 1970 01:14:59 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event899,Thu Jan 01 1970 01:15:00 GMT+0100 (Central European Standard Time),14,Ob,,O-57,,O
Event900,Thu Jan 01 1970 01:15:01 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event901,Thu Jan 01 1970 01:15:02 GMT+0100 (Central European Standard Time),14,Od,,O-57,,O
Event902,Thu Jan 01 1970 01:15:03 GMT+0100 (Central European Standard Time),14,a,,O-58,,Case
Event903,Thu Jan 01 1970 01:15:04 GMT+0100 (Central European Standard Time),14,Od,,O-57,,O
Event904,Thu Jan 01 1970 01:15:05 GMT+0100 (Central European Standard Time),14,b,,,P-34,Case
Event905,Thu Jan 01 1970 01:15:06 GMT+0100 (Central European Standard Time),14,c,,,,Case
Event906,Thu Jan 01 1970 01:15:07 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event907,Thu Jan 01 1970 01:15:08 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event908,Thu Jan 01 1970 01:15:09 GMT+0100 (Central European Standard Time),14,d,,,,Case
Event909,Thu Jan 01 1970 01:15:10 GMT+0100 (Central European Standard Time),14,Pc,,,P-34,P
Event910,Thu Jan 01 1970 01:15:11 GMT+0100 (Central European Standard Time),14,Pc,,,P-34,P
Event911,Thu Jan 01 1970 01:15:12 GMT+0100 (Central European Standard Time),14,Od,,O-57,,O
Event912,Thu Jan 01 1970 01:15:13 GMT+0100 (Central European Standard Time),14,Oc,,O-58,,O
Event913,Thu Jan 01 1970 01:15:14 GMT+0100 (Central European Standard Time),14,Ob,,O-58,,O
Event914,Thu Jan 01 1970 01:15:15 GMT+0100 (Central European Standard Time),14,Od,,O-57,,O
Event915,Thu Jan 01 1970 01:15:16 GMT+0100 (Central European Standard Time),14,Od,,O-58,,O
Event916,Thu Jan 01 1970 01:15:17 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event917,Thu Jan 01 1970 01:15:18 GMT+0100 (Central European Standard Time),14,Oc,,O-58,,O
Event918,Thu Jan 01 1970 01:15:19 GMT+0100 (Central European Standard Time),14,Pa,,,P-34,P
Event919,Thu Jan 01 1970 01:15:20 GMT+0100 (Central European Standard Time),14,Ob,,O-58,,O
Event920,Thu Jan 01 1970 01:15:21 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event921,Thu Jan 01 1970 01:15:22 GMT+0100 (Central European Standard Time),14,Oc,,O-57,,O
Event922,Thu Jan 01 1970 01:15:23 GMT+0100 (Central European Standard Time),14,Oc,,O-58,,O
Event923,Thu Jan 01 1970 01:15:24 GMT+0100 (Central European Standard Time),14,Oc,,O-58,,O
Event924,Thu Jan 01 1970 01:15:25 GMT+0100 (Central European Standard Time),14,Pb,,,P-34,P
Event925,Thu Jan 01 1970 01:15:26 GMT+0100 (Central European Standard Time),14,Od,,O-57,,O
Event926,Thu Jan 01 1970 01:15:27 GMT+0100 (Central European Standard Time),14,Pd,,,P-34,P
Event977,Thu Jan 01 1970 01:16:18 GMT+0100 (Central European Standard Time),15,a,,O-63,,Case
Event978,Thu Jan 01 1970 01:16:19 GMT+0100 (Central European Standard Time),15,a,,O-64,,Case
Event979,Thu Jan 01 1970 01:16:20 GMT+0100 (Central European Standard Time),15,Oc,,O-63,,O
Event980,Thu Jan 01 1970 01:16:21 GMT+0100 (Central European Standard Time),15,Oc,,O-63,,O
Event981,Thu Jan 01 1970 01:16:22 GMT+0100 (Central European Standard Time),15,Oc,,O-64,,O
Event982,Thu Jan 01 1970 01:16:23 GMT+0100 (Central European Standard Time),15,b,,,P-36,Case
Event983,Thu Jan 01 1970 01:16:24 GMT+0100 (Central European Standard Time),15,Ob,,O-63,,O
Event984,Thu Jan 01 1970 01:16:25 GMT+0100 (Central European Standard Time),15,Oc,,O-63,,O
Event985,Thu Jan 01 1970 01:16:26 GMT+0100 (Central European Standard Time),15,c,,,,Case
Event986,Thu Jan 01 1970 01:16:27 GMT+0100 (Central European Standard Time),15,Oc,,O-64,,O
Event987,Thu Jan 01 1970 01:16:28 GMT+0100 (Central European Standard Time),15,Oc,,O-63,,O
Event988,Thu Jan 01 1970 01:16:29 GMT+0100 (Central European Standard Time),15,Ob,,O-64,,O
Event989,Thu Jan 01 1970 01:16:30 GMT+0100 (Central European Standard Time),15,Oc,,O-64,,O
Event990,Thu Jan 01 1970 01:16:31 GMT+0100 (Central European Standard Time),15,d,,,,Case
Event991,Thu Jan 01 1970 01:16:32 GMT+0100 (Central European Standard Time),15,Od,,O-63,,O
Event992,Thu Jan 01 1970 01:16:33 GMT+0100 (Central European Standard Time),15,Od,,O-64,,O
Event993,Thu Jan 01 1970 01:16:34 GMT+0100 (Central European Standard Time),15,Pb,,,P-36,P
Event994,Thu Jan 01 1970 01:16:35 GMT+0100 (Central European Standard Time),15,Od,,O-63,,O
Event995,Thu Jan 01 1970 01:16:36 GMT+0100 (Central European Standard Time),15,Pb,,,P-36,P
Event996,Thu Jan 01 1970 01:16:37 GMT+0100 (Central European Standard Time),15,Ob,,O-64,,O
Event997,Thu Jan 01 1970 01:16:38 GMT+0100 (Central European Standard Time),15,Od,,O-64,,O
Event998,Thu Jan 01 1970 01:16:39 GMT+0100 (Central European Standard Time),15,Od,,O-63,,O
Event999,Thu Jan 01 1970 01:16:40 GMT+0100 (Central European Standard Time),15,Pb,,,P-36,P
Event1000,Thu Jan 01 1970 01:16:41 GMT+0100 (Central European Standard Time),15,Pd,,,P-36,P
Event1001,Thu Jan 01 1970 01:16:42 GMT+0100 (Central European Standard Time),16,b,,,P-37,Case
Event1002,Thu Jan 01 1970 01:16:43 GMT+0100 (Central European Standard Time),16,Pa,,,P-37,P
Event1003,Thu Jan 01 1970 01:16:44 GMT+0100 (Central European Standard Time),16,a,,O-65,,Case
Event1004,Thu Jan 01 1970 01:16:45 GMT+0100 (Central European Standard Time),16,Oa,,O-65,,O
Event1005,Thu Jan 01 1970 01:16:46 GMT+0100 (Central European Standard Time),16,Ob,,O-65,,O
Event1006,Thu Jan 01 1970 01:16:47 GMT+0100 (Central European Standard Time),16,Od,,O-65,,O
Event1007,Thu Jan 01 1970 01:16:48 GMT+0100 (Central European Standard Time),16,Oa,,O-65,,O
Event1008,Thu Jan 01 1970 01:16:49 GMT+0100 (Central European Standard Time),16,c,,,,Case
Event1009,Thu Jan 01 1970 01:16:50 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1010,Thu Jan 01 1970 01:16:51 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1011,Thu Jan 01 1970 01:16:52 GMT+0100 (Central European Standard Time),16,Pd,,,P-37,P
Event1012,Thu Jan 01 1970 01:16:53 GMT+0100 (Central European Standard Time),16,Pd,,,P-37,P
Event1013,Thu Jan 01 1970 01:16:54 GMT+0100 (Central European Standard Time),16,d,,,,Case
Event1014,Thu Jan 01 1970 01:16:55 GMT+0100 (Central European Standard Time),16,Pc,,,P-37,P
Event1015,Thu Jan 01 1970 01:16:56 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1016,Thu Jan 01 1970 01:16:57 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1017,Thu Jan 01 1970 01:16:58 GMT+0100 (Central European Standard Time),16,Ob,,O-65,,O
Event1018,Thu Jan 01 1970 01:16:59 GMT+0100 (Central European Standard Time),16,Ob,,O-65,,O
Event1019,Thu Jan 01 1970 01:17:00 GMT+0100 (Central European Standard Time),16,Ob,,O-65,,O
Event1020,Thu Jan 01 1970 01:17:01 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1021,Thu Jan 01 1970 01:17:02 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1022,Thu Jan 01 1970 01:17:03 GMT+0100 (Central European Standard Time),16,Pd,,,P-37,P
Event1023,Thu Jan 01 1970 01:17:04 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1024,Thu Jan 01 1970 01:17:05 GMT+0100 (Central European Standard Time),16,Pc,,,P-37,P
Event1025,Thu Jan 01 1970 01:17:06 GMT+0100 (Central European Standard Time),16,Pc,,,P-37,P
Event1026,Thu Jan 01 1970 01:17:07 GMT+0100 (Central European Standard Time),16,Pc,,,P-37,P
Event1027,Thu Jan 01 1970 01:17:08 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1028,Thu Jan 01 1970 01:17:09 GMT+0100 (Central European Standard Time),16,Pb,,,P-37,P
Event1029,Thu Jan 01 1970 01:17:10 GMT+0100 (Central European Standard Time),16,Ob,,O-65,,O
Event1030,Thu Jan 01 1970 01:17:11 GMT+0100 (Central European Standard Time),16,Od,,O-65,,O
Event1031,Thu Jan 01 1970 01:17:12 GMT+0100 (Central European Standard Time),16,Pd,,,P-37,P
Event1082,Thu Jan 01 1970 01:18:03 GMT+0100 (Central European Standard Time),17,b,,,P-39,Case
Event1083,Thu Jan 01 1970 01:18:04 GMT+0100 (Central European Standard Time),17,b,,,P-40,Case
Event1084,Thu Jan 01 1970 01:18:05 GMT+0100 (Central European Standard Time),17,a,,O-70,,Case
Event1085,Thu Jan 01 1970 01:18:06 GMT+0100 (Central European Standard Time),17,Oa,,O-70,,O
Event1086,Thu Jan 01 1970 01:18:07 GMT+0100 (Central European Standard Time),17,Pa,,,P-40,P
Event1087,Thu Jan 01 1970 01:18:08 GMT+0100 (Central European Standard Time),17,c,,,,Case
Event1088,Thu Jan 01 1970 01:18:09 GMT+0100 (Central European Standard Time),17,d,,,,Case
Event1089,Thu Jan 01 1970 01:18:10 GMT+0100 (Central European Standard Time),17,Pc,,,P-40,P
Event1090,Thu Jan 01 1970 01:18:11 GMT+0100 (Central European Standard Time),17,Pc,,,P-39,P
Event1091,Thu Jan 01 1970 01:18:12 GMT+0100 (Central European Standard Time),17,Ob,,O-70,,O
Event1092,Thu Jan 01 1970 01:18:13 GMT+0100 (Central European Standard Time),17,Ob,,O-70,,O
Event1093,Thu Jan 01 1970 01:18:14 GMT+0100 (Central European Standard Time),17,Pc,,,P-39,P
Event1094,Thu Jan 01 1970 01:18:15 GMT+0100 (Central European Standard Time),17,Pb,,,P-39,P
Event1095,Thu Jan 01 1970 01:18:16 GMT+0100 (Central European Standard Time),17,Pd,,,P-39,P
Event1096,Thu Jan 01 1970 01:18:17 GMT+0100 (Central European Standard Time),17,Pc,,,P-39,P
Event1097,Thu Jan 01 1970 01:18:18 GMT+0100 (Central European Standard Time),17,Pc,,,P-39,P
